 Run ID	Sample No.	Animal ID	Group	Dose (mg)	Matrix	Nominal Timepoint (Day)	LLOQ (ng/g)	Concentration (ng/g)	Dilution
AN423.0-24_01_AB02	56	452	4	200	Brain, caudate (BRCA)	2	20	57.7	1
AN423.0-24_01_AB02	57	456	4	200	Brain, caudate (BRCA)	29	20	55.4	1
AN423.0-24_01_AB02	59	101	1	0	Brain, putamen (BRPU)	2	20	BQL	1
AN423.0-24_01_AB02	60	102	1	0	Brain, putamen (BRPU)	2	20	BQL	1
AN423.0-24_01_AB02	61	103	1	0	Brain, putamen (BRPU)	2	20	BQL	1
AN423.0-24_01_AB02	62	104	1	0	Brain, putamen (BRPU)	2	20	BQL	1
AN423.0-24_01_AB02	63	105	1	0	Brain, putamen (BRPU)	29	20	BQL	1
AN423.0-24_01_AB02	69	106	1	0	Brain, putamen (BRPU)	29	20	BQL	1
AN423.0-24_01_AB02	70	151	1	0	Brain, putamen (BRPU)	2	20	BQL	1
AN423.0-24_01_AB02	71	152	1	0	Brain, putamen (BRPU)	2	20	BQL	1
AN423.0-24_01_AB02	72	153	1	0	Brain, putamen (BRPU)	2	20	BQL	1
AN423.0-24_01_AB02	73	154	1	0	Brain, putamen (BRPU)	2	20	BQL	1
AN423.0-24_01_AB02	74	155	1	0	Brain, putamen (BRPU)	29	20	BQL	1
AN423.0-24_01_AB02	75	156	1	0	Brain, putamen (BRPU)	29	20	BQL	1
AN423.0-24_01_AB02	76	201	2	20	Brain, putamen (BRPU)	2	20	BQL	1
AN423.0-24_01_AB02	77	202	2	20	Brain, putamen (BRPU)	2	20	38.6	1
AN423.0-24_01_AB02	78	203	2	20	Brain, putamen (BRPU)	2	20	BQL	1
AN423.0-24_01_AB02	79	204	2	20	Brain, putamen (BRPU)	2	20	248.5	1
AN423.0-24_01_AB02	80	205	2	20	Brain, putamen (BRPU)	29	20	570.4	1
AN423.0-24_01_AB02	81	206	2	20	Brain, putamen (BRPU)	29	20	62.0	1
AN423.0-24_01_AB02	82	251	2	20	Brain, putamen (BRPU)	2	20	30.0	1
AN423.0-24_01_AB02	83	252	2	20	Brain, putamen (BRPU)	2	20	38.6	1
AN423.0-24_01_AB02	84	253	2	20	Brain, putamen (BRPU)	2	20	45.4	1
AN423.0-24_01_AB02	85	254	2	20	Brain, putamen (BRPU)	2	20	132.2	1
AN423.0-24_01_AB02	86	255	2	20	Brain, putamen (BRPU)	29	20	34.9	1
AN423.0-24_01_AB02	87	256	2	20	Brain, putamen (BRPU)	29	20	BQL	1
AN423.0-24_01_AB02	88	301	3	60	Brain, putamen (BRPU)	2	20	99.6	1
AN423.0-24_01_AB02	89	303	3	60	Brain, putamen (BRPU)	2	20	83.9	1
AN423.0-24_01_AB02	95	304	3	60	Brain, putamen (BRPU)	2	20	526.8	1
AN423.0-24_01_AB02	96	351	3	60	Brain, putamen (BRPU)	2	20	23.2	1
AN423.0-24_01_AB02	97	353	3	60	Brain, putamen (BRPU)	2	20	58.2	1
AN423.0-24_01_AB02	98	354	3	60	Brain, putamen (BRPU)	2	20	32.5	1
AN423.0-24_01_AB02	99	402	4	200	Brain, putamen (BRPU)	2	20	118.4	1
AN423.0-24_01_AB02	100	403	4	200	Brain, putamen (BRPU)	2	20	105.2	1
AN423.0-24_01_AB02	101	404	4	200	Brain, putamen (BRPU)	2	20	322.2	1
AN423.0-24_01_AB02	102	406	4	200	Brain, putamen (BRPU)	29	20	48.6	1
AN423.0-24_01_AB02	103	451	4	200	Brain, putamen (BRPU)	2	20	57.1	1
AN423.0-24_01_AB02	104	452	4	200	Brain, putamen (BRPU)	2	20	58.2	1
AN423.0-24_01_AB02	105	456	4	200	Brain, putamen (BRPU)	29	20	50.3	1
AN423.0-24_01_AB02	107	101	1	0	Brain, thalamus (BRTH)	2	20	BQL	1
AN423.0-24_01_AB02	108	102	1	0	Brain, thalamus (BRTH)	2	20	BQL	1
AN423.0-24_01_AB02	109	103	1	0	Brain, thalamus (BRTH)	2	20	BQL	1
AN423.0-24_01_AB02	110	104	1	0	Brain, thalamus (BRTH)	2	20	BQL	1
AN423.0-24_01_AB02	111	105	1	0	Brain, thalamus (BRTH)	29	20	BQL	1
AN423.0-24_01_AB02	112	106	1	0	Brain, thalamus (BRTH)	29	20	BQL	1
AN423.0-24_01_AB02	113	151	1	0	Brain, thalamus (BRTH)	2	20	BQL	1
AN423.0-24_01_AB02	114	152	1	0	Brain, thalamus (BRTH)	2	20	BQL	1
AN423.0-24_01_AB02	115	153	1	0	Brain, thalamus (BRTH)	2	20	BQL	1
AN423.0-24_01_AB02	116	154	1	0	Brain, thalamus (BRTH)	2	20	BQL	1
AN423.0-24_01_AB02	122	155	1	0	Brain, thalamus (BRTH)	29	20	BQL	1
AN423.0-24_01_AB02	123	156	1	0	Brain, thalamus (BRTH)	29	20	BQL	1
AN423.0-24_01_AB02	124	201	2	20	Brain, thalamus (BRTH)	2	20	BQL	1
AN423.0-24_01_AB02	125	202	2	20	Brain, thalamus (BRTH)	2	20	BQL	1
AN423.0-24_01_AB02	126	203	2	20	Brain, thalamus (BRTH)	2	20	BQL	1
AN423.0-24_01_AB02	127	204	2	20	Brain, thalamus (BRTH)	2	20	507.2	1
AN423.0-24_01_AB02	128	205	2	20	Brain, thalamus (BRTH)	29	20	2,444.2	1
AN423.0-24_01_AB02	129	206	2	20	Brain, thalamus (BRTH)	29	20	102.4	1
AN423.0-24_01_AB02	130	251	2	20	Brain, thalamus (BRTH)	2	20	31.6	1
AN423.0-24_01_AB02	131	252	2	20	Brain, thalamus (BRTH)	2	20	33.6	1
AN423.0-24_01_AB02	132	253	2	20	Brain, thalamus (BRTH)	2	20	28.3	1
AN423.0-24_01_AB02	133	254	2	20	Brain, thalamus (BRTH)	2	20	68.4	1
AN423.0-24_01_AB02	134	255	2	20	Brain, thalamus (BRTH)	29	20	108.2	1
AN423.0-24_01_AB02	135	256	2	20	Brain, thalamus (BRTH)	29	20	BQL	1
AN423.0-24_01_AB02	136	301	3	60	Brain, thalamus (BRTH)	2	20	46.4	1
AN423.0-24_01_AB02	137	303	3	60	Brain, thalamus (BRTH)	2	20	107.1	1
AN423.0-24_01_AB02	138	304	3	60	Brain, thalamus (BRTH)	2	20	206.4	1
AN423.0-24_01_AB02	139	351	3	60	Brain, thalamus (BRTH)	2	20	20.7	1
AN423.0-24_01_AB02	140	353	3	60	Brain, thalamus (BRTH)	2	20	34.5	1
AN423.0-24_01_AB02	141	354	3	60	Brain, thalamus (BRTH)	2	20	29.1	1
AN423.0-24_01_AB02	142	402	4	200	Brain, thalamus (BRTH)	2	20	123.2	1
AN423.0-24_01_AB02	148	403	4	200	Brain, thalamus (BRTH)	2	20	39.7	1
AN423.0-24_01_AB02	149	404	4	200	Brain, thalamus (BRTH)	2	20	224.3	1
AN423.0-24_01_AB02	150	406	4	200	Brain, thalamus (BRTH)	29	20	32.1	1
AN423.0-24_01_AB02	151	451	4	200	Brain, thalamus (BRTH)	2	20	161.8	1
AN423.0-24_01_AB02	152	452	4	200	Brain, thalamus (BRTH)	2	20	58.9	1
AN423.0-24_01_AB02	153	456	4	200	Brain, thalamus (BRTH)	29	20	81.7	1
AN423.0-24_01_AB02	155	101	1	0	Brain, cerebellar cortex	2	20	BQL	1
AN423.0-24_01_AB02	156	102	1	0	Brain, cerebellar cortex	2	20	BQL	1
AN423.0-24_01_AB02	157	103	1	0	Brain, cerebellar cortex	2	20	BQL	1
AN423.0-24_01_AB02	158	104	1	0	Brain, cerebellar cortex	2	20	BQL	1
AN423.0-24_01_AB02	159	105	1	0	Brain, cerebellar cortex	29	20	BQL	1
AN423.0-24_01_AB02	160	106	1	0	Brain, cerebellar cortex	29	20	BQL	1
AN423.0-24_01_AB02	161	151	1	0	Brain, cerebellar cortex	2	20	BQL	1
AN423.0-24_01_AB02	162	152	1	0	Brain, cerebellar cortex	2	20	BQL	1
AN423.0-24_01_AB02	163	153	1	0	Brain, cerebellar cortex	2	20	BQL	1
AN423.0-24_01_AB02	164	154	1	0	Brain, cerebellar cortex	2	20	BQL	1
AN423.0-24_01_AB02	165	155	1	0	Brain, cerebellar cortex	29	20	BQL	1
AN423.0-24_01_AB02	166	156	1	0	Brain, cerebellar cortex	29	20	BQL	1
AN423.0-24_01_AB02	167	201	2	20	Brain, cerebellar cortex	2	20	BQL	1
AN423.0-24_01_AB02	168	202	2	20	Brain, cerebellar cortex	2	20	5,675.4	1
AN423.0-24_01_AB02	169	203	2	20	Brain, cerebellar cortex	2	20	22.8	1
AN423.0-24_01_AB05	52	204	2	20	Brain, cerebellar cortex	2	20	21,340.3	10
AN423.0-24_01_AB05	53	205	2	20	Brain, cerebellar cortex	29	20	23,297.4	10
AN423.0-24_01_AB05	25	206	2	20	Brain, cerebellar cortex	29	20	2,386.8	1
AN423.0-24_01_AB02	178	251	2	20	Brain, cerebellar cortex	2	20	2,361.4	1
AN423.0-24_01_AB02	179	252	2	20	Brain, cerebellar cortex	2	20	4,328.8	1
AN423.0-24_01_AB02	180	253	2	20	Brain, cerebellar cortex	2	20	8,978.1	1
AN423.0-24_01_AB02	181	254	2	20	Brain, cerebellar cortex	2	20	9,461.7	1
AN423.0-24_01_AB02	182	255	2	20	Brain, cerebellar cortex	29	20	3,765.0	1
AN423.0-24_01_AB02	183	256	2	20	Brain, cerebellar cortex	29	20	212.0	1
AN423.0-24_01_AB02	184	301	3	60	Brain, cerebellar cortex	2	20	6,762.1	1
AN423.0-24_01_AB02	185	303	3	60	Brain, cerebellar cortex	2	20	7,333.3	1
AN423.0-24_01_AB05	54	304	3	60	Brain, cerebellar cortex	2	20	16,029.1	10
AN423.0-24_01_AB05	26	351	3	60	Brain, cerebellar cortex	2	20	195.1	1
AN423.0-24_01_AB02	188	353	3	60	Brain, cerebellar cortex	2	20	1,118.6	1
AN423.0-24_01_AB02	189	354	3	60	Brain, cerebellar cortex	2	20	109.1	1
AN423.0-24_01_AB02	190	402	4	200	Brain, cerebellar cortex	2	20	465.4	1
AN423.0-24_01_AB02	191	403	4	200	Brain, cerebellar cortex	2	20	340.3	1
AN423.0-24_01_AB05	55	404	4	200	Brain, cerebellar cortex	2	20	22,994.8	10
AN423.0-24_01_AB05	27	406	4	200	Brain, cerebellar cortex	29	20	427.5	1
AN423.0-24_01_AB02	194	451	4	200	Brain, cerebellar cortex	2	20	7,818.3	1
AN423.0-24_01_AB02	195	452	4	200	Brain, cerebellar cortex	2	20	1,752.3	1
AN423.0-24_01_AB02	201	456	4	200	Brain, cerebellar cortex	29	20	403.8	1
AN423.0-24_01_AB02	202	302	3	60	Brain, caudate (BRCA)	2	20	1,017.2	10
AN423.0-24_01_AB05	28	305	3	60	Brain, caudate (BRCA)	29	20	123.2	1
AN423.0-24_01_AB02	204	306	3	60	Brain, caudate (BRCA)	29	20	394.8	10
AN423.0-24_01_AB02	205	352	3	60	Brain, caudate (BRCA)	2	20	529.3	10
AN423.0-24_01_AB02	206	355	3	60	Brain, caudate (BRCA)	29	20	261.0	10
AN423.0-24_01_AB02	207	356	3	60	Brain, caudate (BRCA)	29	20	353.0	10
AN423.0-24_01_AB02	208	401	4	200	Brain, caudate (BRCA)	2	20	21,588.4	10
AN423.0-24_01_AB02	209	405	4	200	Brain, caudate (BRCA)	29	20	692.4	10
AN423.0-24_01_AB02	210	453	4	200	Brain, caudate (BRCA)	2	20	1,581.6	10
AN423.0-24_01_AB02	211	454	4	200	Brain, caudate (BRCA)	2	20	2,343.2	10
AN423.0-24_01_AB02	212	455	4	200	Brain, caudate (BRCA)	29	20	470.1	10
AN423.0-24_01_AB02	213	302	3	60	Brain, putamen (BRPU)	2	20	1,261.7	10
AN423.0-24_01_AB05	29	305	3	60	Brain, putamen (BRPU)	29	20	85.1	1
AN423.0-24_01_AB02	215	306	3	60	Brain, putamen (BRPU)	29	20	569.0	10
AN423.0-24_01_AB02	216	352	3	60	Brain, putamen (BRPU)	2	20	468.8	10
AN423.0-24_01_AB02	217	355	3	60	Brain, putamen (BRPU)	29	20	359.8	10
AN423.0-24_01_AB02	218	356	3	60	Brain, putamen (BRPU)	29	20	26,513.8	10
AN423.0-24_01_AB02	219	401	4	200	Brain, putamen (BRPU)	2	20	23,817.7	10
AN423.0-24_01_AB02	220	405	4	200	Brain, putamen (BRPU)	29	20	6,931.7	10
AN423.0-24_01_AB02	221	453	4	200	Brain, putamen (BRPU)	2	20	8,589.2	10
AN423.0-24_01_AB02	227	454	4	200	Brain, putamen (BRPU)	2	20	8,805.7	10
AN423.0-24_01_AB02	228	455	4	200	Brain, putamen (BRPU)	29	20	2,524.2	10
AN423.0-24_01_AB02	229	302	3	60	Brain, thalamus (BRTH)	2	20	704.5	10
AN423.0-24_01_AB05	30	305	3	60	Brain, thalamus (BRTH)	29	20	91.2	1
AN423.0-24_01_AB05	31	306	3	60	Brain, thalamus (BRTH)	29	20	44.7	1
AN423.0-24_01_AB02	232	352	3	60	Brain, thalamus (BRTH)	2	20	2,868.6	10
AN423.0-24_01_AB02	233	355	3	60	Brain, thalamus (BRTH)	29	20	437.2	10
AN423.0-24_01_AB02	234	356	3	60	Brain, thalamus (BRTH)	29	20	307.4	10
AN423.0-24_01_AB02	235	401	4	200	Brain, thalamus (BRTH)	2	20	8,607.7	10
AN423.0-24_01_AB02	236	405	4	200	Brain, thalamus (BRTH)	29	20	3,602.4	10
AN423.0-24_01_AB02	237	453	4	200	Brain, thalamus (BRTH)	2	20	1,644.1	10
AN423.0-24_01_AB02	238	454	4	200	Brain, thalamus (BRTH)	2	20	3,789.4	10
AN423.0-24_01_AB02	239	455	4	200	Brain, thalamus (BRTH)	29	20	4,644.3	10
AN423.0-24_01_AB02	240	302	3	60	Brain, cerebellar cortex	2	20	60,020.6	10
AN423.0-24_01_AB02	241	305	3	60	Brain, cerebellar cortex	29	20	10,091.7	10
AN423.0-24_01_AB02	242	306	3	60	Brain, cerebellar cortex	29	20	16,295.6	10
AN423.0-24_01_AB02	243	352	3	60	Brain, cerebellar cortex	2	20	46,270.0	10
AN423.0-24_01_AB02	244	355	3	60	Brain, cerebellar cortex	29	20	34,137.3	10
AN423.0-24_01_AB02	245	356	3	60	Brain, cerebellar cortex	29	20	636.7	10
AN423.0-24_01_AB05	61	401	4	200	Brain, cerebellar cortex	2	20	115,968.8	100
AN423.0-24_01_AB05	56	405	4	200	Brain, cerebellar cortex	29	20	41,251.7	10
AN423.0-24_01_AB02	248	453	4	200	Brain, cerebellar cortex	2	20	72,749.0	10
AN423.0-24_01_AB05	62	454	4	200	Brain, cerebellar cortex	2	20	146,506.4	100
AN423.0-24_01_AB05	57	455	4	200	Brain, cerebellar cortex	29	20	62,729.0	10
AN423.0-24_01_AB03	16	101	1	0	Liver	2	20	BQL	1
AN423.0-24_01_AB03	17	102	1	0	Liver	2	20	BQL	1
AN423.0-24_01_AB03	18	103	1	0	Liver	2	20	BQL	1
AN423.0-24_01_AB03	19	104	1	0	Liver	2	20	BQL	1
AN423.0-24_01_AB03	20	105	1	0	Liver	29	20	BQL	1
AN423.0-24_01_AB03	21	106	1	0	Liver	29	20	BQL	1
AN423.0-24_01_AB03	22	151	1	0	Liver	2	20	BQL	1
AN423.0-24_01_AB03	23	152	1	0	Liver	2	20	BQL	1
AN423.0-24_01_AB03	24	153	1	0	Liver	2	20	BQL	1
AN423.0-24_01_AB03	25	154	1	0	Liver	2	20	BQL	1
AN423.0-24_01_AB03	26	155	1	0	Liver	29	20	BQL	1
AN423.0-24_01_AB03	27	156	1	0	Liver	29	20	BQL	1
AN423.0-24_01_AB04	21	201	2	20	Liver	2	20	52,976.6	10
AN423.0-24_01_AB04	22	202	2	20	Liver	2	20	44,969.6	10
AN423.0-24_01_AB04	23	203	2	20	Liver	2	20	50,004.2	10
AN423.0-24_01_AB04	24	204	2	20	Liver	2	20	32,108.7	10
AN423.0-24_01_AB04	25	205	2	20	Liver	29	20	24,868.6	10
AN423.0-24_01_AB04	26	206	2	20	Liver	29	20	3,255.6	10
AN423.0-24_01_AB04	27	251	2	20	Liver	2	20	52,097.9	10
AN423.0-24_01_AB04	28	252	2	20	Liver	2	20	67,231.3	10
AN423.0-24_01_AB04	29	253	2	20	Liver	2	20	58,777.1	10
AN423.0-24_01_AB04	30	254	2	20	Liver	2	20	63,214.8	10
AN423.0-24_01_AB04	31	255	2	20	Liver	29	20	33,093.7	10
AN423.0-24_01_AB04	32	256	2	20	Liver	29	20	9,828.1	10
AN423.0-24_01_AB04	49	301	3	60	Liver	2	20	97,214.7	50
AN423.0-24_01_AB04	50	302	3	60	Liver	2	20	132,624.8	50
AN423.0-24_01_AB04	51	303	3	60	Liver	2	20	114,405.2	50
AN423.0-24_01_AB04	52	304	3	60	Liver	2	20	98,248.1	50
AN423.0-24_01_AB04	53	305	3	60	Liver	29	20	30,315.4	50
AN423.0-24_01_AB04	54	306	3	60	Liver	29	20	34,336.9	50
AN423.0-24_01_AB04	55	351	3	60	Liver	2	20	110,671.7	50
AN423.0-24_01_AB04	56	352	3	60	Liver	2	20	158,543.4	50
AN423.0-24_01_AB04	57	353	3	60	Liver	2	20	149,386.5	50
AN423.0-24_01_AB04	58	354	3	60	Liver	2	20	112,690.5	50
AN423.0-24_01_AB04	59	355	3	60	Liver	29	20	40,679.8	50
AN423.0-24_01_AB04	60	356	3	60	Liver	29	20	58,968.6	50
AN423.0-24_01_AB04	61	405	4	200	Liver	29	20	90,870.3	50
AN423.0-24_01_AB04	62	406	4	200	Liver	29	20	77,477.7	50
AN423.0-24_01_AB04	63	455	4	200	Liver	29	20	127,055.8	50
AN423.0-24_01_AB04	64	456	4	200	Liver	29	20	54,438.7	50
AN423.0-24_01_AB03	70	101	1	0	Kidney	2	20	BQL	1
AN423.0-24_01_AB03	71	102	1	0	Kidney	2	20	BQL	1
AN423.0-24_01_AB03	72	103	1	0	Kidney	2	20	BQL	1
AN423.0-24_01_AB03	73	104	1	0	Kidney	2	20	BQL	1
AN423.0-24_01_AB03	74	105	1	0	Kidney	29	20	BQL	1
AN423.0-24_01_AB03	75	106	1	0	Kidney	29	20	BQL	1
AN423.0-24_01_AB03	76	151	1	0	Kidney	2	20	BQL	1
AN423.0-24_01_AB03	77	152	1	0	Kidney	2	20	BQL	1
AN423.0-24_01_AB03	78	153	1	0	Kidney	2	20	BQL	1
AN423.0-24_01_AB03	79	154	1	0	Kidney	2	20	BQL	1
AN423.0-24_01_AB03	80	155	1	0	Kidney	29	20	BQL	1
AN423.0-24_01_AB03	81	156	1	0	Kidney	29	20	BQL	1
AN423.0-24_01_AB03	82	201	2	20	Kidney	2	20	4,245.6	1
AN423.0-24_01_AB03	83	202	2	20	Kidney	2	20	3,080.1	1
AN423.0-24_01_AB03	84	203	2	20	Kidney	2	20	3,372.0	1
AN423.0-24_01_AB03	85	204	2	20	Kidney	2	20	2,382.8	1
AN423.0-24_01_AB03	86	205	2	20	Kidney	29	20	1,068.7	1
AN423.0-24_01_AB03	87	206	2	20	Kidney	29	20	657.7	1
AN423.0-24_01_AB03	88	251	2	20	Kidney	2	20	2,585.2	1
AN423.0-24_01_AB03	89	252	2	20	Kidney	2	20	3,768.1	1
AN423.0-24_01_AB03	90	253	2	20	Kidney	2	20	3,935.4	1
AN423.0-24_01_AB03	91	254	2	20	Kidney	2	20	3,794.6	1
AN423.0-24_01_AB03	92	255	2	20	Kidney	29	20	2,029.2	1
AN423.0-24_01_AB03	93	256	2	20	Kidney	29	20	679.4	1
AN423.0-24_01_AB04	33	301	3	60	Kidney	2	20	9,503.3	10
AN423.0-24_01_AB04	34	302	3	60	Kidney	2	20	8,788.0	10
AN423.0-24_01_AB04	35	303	3	60	Kidney	2	20	29,600.6	10
AN423.0-24_01_AB04	36	304	3	60	Kidney	2	20	6,769.2	10
AN423.0-24_01_AB03	98	305	3	60	Kidney	29	20	4,635.9	1
AN423.0-24_01_AB03	99	306	3	60	Kidney	29	20	4,540.4	1
AN423.0-24_01_AB04	37	351	3	60	Kidney	2	20	11,606.1	10
AN423.0-24_01_AB04	38	352	3	60	Kidney	2	20	8,431.4	10
AN423.0-24_01_AB04	39	353	3	60	Kidney	2	20	27,471.2	10
AN423.0-24_01_AB04	40	354	3	60	Kidney	2	20	15,550.6	10
AN423.0-24_01_AB04	20	355	3	60	Kidney	29	20	1,315.5	1
AN423.0-24_01_AB03	110	356	3	60	Kidney	29	20	3,765.2	1
AN423.0-24_01_AB03	111	405	4	200	Kidney	29	20	9,844.3	1
AN423.0-24_01_AB04	41	406	4	200	Kidney	29	20	15,873.0	10
AN423.0-24_01_AB04	42	455	4	200	Kidney	29	20	25,477.0	10
AN423.0-24_01_AB04	43	456	4	200	Kidney	29	20	23,140.9	10
AN423.0-24_01_AB04	65	401	4	200	Liver	2	20	252,745.9	50
AN423.0-24_01_AB04	66	402	4	200	Liver	2	20	182,541.7	50
AN423.0-24_01_AB04	67	403	4	200	Liver	2	20	211,432.5	50
AN423.0-24_01_AB04	68	404	4	200	Liver	2	20	233,701.9	50
AN423.0-24_01_AB04	69	451	4	200	Liver	2	20	227,573.1	50
AN423.0-24_01_AB04	70	452	4	200	Liver	2	20	191,447.7	50
AN423.0-24_01_AB04	71	453	4	200	Liver	2	20	258,034.1	50
AN423.0-24_01_AB04	72	454	4	200	Liver	2	20	310,297.4	50
AN423.0-24_01_AB03	124	401	4	200	Kidney	2	20	35,030.5	10
AN423.0-24_01_AB03	125	402	4	200	Kidney	2	20	68,519.1	10
AN423.0-24_01_AB03	126	403	4	200	Kidney	2	20	64,963.9	10
AN423.0-24_01_AB03	127	404	4	200	Kidney	2	20	63,555.3	10
AN423.0-24_01_AB03	128	451	4	200	Kidney	2	20	83,207.3	10
AN423.0-24_01_AB03	129	452	4	200	Kidney	2	20	59,316.0	10
AN423.0-24_01_AB03	130	453	4	200	Kidney	2	20	66,147.0	10
AN423.0-24_01_AB03	131	454	4	200	Kidney	2	20	46,554.7	10